;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse
;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;CO;Hr;NO;NO2;NOx;O3;p;PM10;PM2.5;PN;SO2;StrGlo;T;WD;WVv;RainDur
;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle 
;Kanalberechnungen (Eichkorrektur);;Kanalberechnungen (Eichkorrektur);Kanalberechnungen (Subtraktion);Kanalberechnungen (Eichkorrektur);Kanalberechnungen (Eichkorrektur);;Horizontale Verdichtung (Erster Messwert);Horizontale Verdichtung (Erster Messwert);;Kanalberechnungen (Eichkorrektur);;;;;
;ppm;%Hr;ppb;ppb;ppb;ppb;hPa;µg/m3;µg/m3;1/cm3;ppb;W/m2;°C;°;m/s;min
;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30
Startzeit;Berechnet;Final;Berechnet;Berechnet;Berechnet;Berechnet;Final;Berechnet;Berechnet;Final;Berechnet;Final;Final;Final;Final;Final
20.07.2017 09:00;0.15324;62.423;1.2698;6.7383;8.0081;39.108;965.14;14.736225;6.7303;8772.5;0.26883;139.97;20.882;266.62;3.0703;0.21667
20.07.2017 09:30;0.14795;65.5;1.9406;9.0884;11.029;37.463;965.48;14.619225;6.6026375;8633.1;0.24135;37.567;20.175;252.93;2.2128;0
20.07.2017 10:00;0.14689;75.805;1.1727;8.7941;9.9668;44.418;965.83;11.524575;5.463125;8450.1;0.20205;32.463;18.832;269.44;2.1675;27.933
20.07.2017 10:30;0.14924;87.863;4.9987;13.0793;18.078;39.837;965.9;7.8087525;4.708875;8191.6;0.18917;79.777;17.287;186.52;1.6806;30
20.07.2017 11:00;0.15154;87.228;7.7922;14.8618;22.654;36.54;965.76;7.2492975;4.46545;9788.9;0.18193;199.81;17.46;158.97;2.4993;23.117
20.07.2017 11:30;0.15226;84.491;4.781;9.315;14.096;40.444;965.63;6.2596725;4.4392875;5511.2;0.17273;431.77;18.324;164.5;2.495;18.517
20.07.2017 12:00;0.15801;79.983;5.6609;9.0281;14.689;40.118;965.61;7.2894675;5.1993125;9705.3;0.18185;588.07;18.979;153.03;2.2796;1.7833
20.07.2017 12:30;0.15019;74.824;5.0189;8.0911;13.11;40.809;965.49;8.8330875;5.617825;10962;0.18214;899.44;20.168;170.5;2.2985;0
20.07.2017 13:00;0.15285;69.352;5.018;8.527;13.545;40.91;965.36;10.2585375;6.1786125;13759;0.22725;892.8;20.647;167.99;2.2956;0
20.07.2017 13:30;0.14473;62.582;5.5496;8.6584;14.208;42.914;965.12;10.7762625;6.39395;11635;0.24481;871.93;22.249;182.62;1.8743;0
20.07.2017 14:00;0.14848;62.375;4.7794;9.5396;14.319;43.034;964.96;11.4729;6.5352625;14592;0.22835;799.57;22.425;178.77;2.0998;0
20.07.2017 14:30;0.15081;62.145;23.847;39.446;63.293;38.129;964.73;12.0111;6.8035375;13007;0.21486;765.95;22.973;181.31;2.3174;0
20.07.2017 15:00;0.16607;61.34;42.316;35.441;77.757;34.971;964.48;11.235975;6.71245;14253;0.17829;703.83;23.072;172.72;2.0472;0
20.07.2017 15:30;0.17871;56.518;7.0162;12.4758;19.492;44.559;964.19;11.0689575;6.97145;11478;0.24606;635.86;24.197;201.71;1.5396;0
20.07.2017 16:00;0.18115;55.787;5.6616;12.6294;18.291;45.994;964.07;11.84925;7.279275;13106;0.24768;558.89;23.922;181.79;1.7902;0
20.07.2017 16:30;0.18769;54.817;7.7257;14.6143;22.34;46.2;963.89;12.887625;7.5178875;13025;0.25446;472.08;24.185;164.7;1.8191;0
20.07.2017 17:00;0.19693;53.453;5.5485;13.4335;18.982;47.958;963.55;11.620125;7.5507;17930;0.26864;392.58;24.492;160.48;1.4147;0
20.07.2017 17:30;0.19436;51.893;2.9024;9.4386;12.341;51.048;963.46;11.59185;7.840325;11963;0.26015;304.16;25.172;216.94;1.444;0
20.07.2017 18:00;0.22828;52.884;5.9503;11.9737;17.924;48.855;963.4;11.998425;7.9448;12127;0.23635;211.91;24.882;179.49;1.9217;0
20.07.2017 18:30;0.22853;53.825;3.2698;11.6232;14.893;48.04;963.54;12.65655;8.158475;10893;0.21563;66.254;24.52;182.23;1.8004;0
20.07.2017 19:00;0.24878;55.65;5.6991;17.3109;23.01;44.466;963.63;11.694225;8.0129625;12563;0.23456;40.505;24.2;162.24;1.4556;0
20.07.2017 19:30;0.24481;58.169;1.4787;11.9863;13.465;47.447;963.96;12.28215;8.2451;12005;0.23642;14.358;24.061;165.07;2.0054;0
20.07.2017 20:00;0.25617;61.437;3.5518;9.9892;13.541;45.571;964.34;14.084925;8.509525;12584;0.22322;0.72928;23.555;89.627;0.2631;2.3167
20.07.2017 20:30;0.25237;63.576;1.1142;8.4052;9.5194;42.872;964.83;14.268225;8.5503875;15151;0.2086;0.028646;23.106;280.13;0.00099001;0
20.07.2017 21:00;0.24913;58.137;2.3358;8.1892;10.525;38.868;965.1;11.290575;6.8868375;17066;0.2267;0.025608;23.168;335;0.29386;0
20.07.2017 21:30;0.26684;60.034;3.9632;12.6278;16.591;36.305;965.08;10.3271775;6.7576;13351;0.25071;0.024523;22.608;11.184;1.1859;0
20.07.2017 22:00;0.27543;64.023;2.5997;12.7203;15.32;34.108;965.19;10.5188625;6.7044;21059;0.25921;0.031901;21.994;288.42;0.028192;0
20.07.2017 22:30;0.27352;62.825;2.4547;10.7643;13.219;34.163;965.32;9.208365;6.425975;15606;0.23965;0.024523;22.046;338.34;0.076642;0
20.07.2017 23:00;0.28347;61.736;3.9738;9.6062;13.58;32.742;965.4;9.382305;6.257625;24115;0.22294;0.02181;22.06;0.37888;1.2027;0
20.07.2017 23:30;0.26956;62.675;2.3763;7.033;9.4093;33.63;965.34;10.5081375;6.308725;7271.8;0.22524;0.030056;21.807;338.38;0.90684;0
21.07.2017 00:00;0.26878;63.318;0.90322;4.36008;5.2633;34.332;965.36;9.573795;6.071775;7843.7;0.2294;0.028863;21.587;330.2;0.96981;0
21.07.2017 00:30;0.26743;65.457;1.8096;7.1544;8.964;29.67;965.34;8.5128;6.0440375;8733.1;0.20201;0.024197;21.347;348.11;0.15424;0
21.07.2017 01:00;0.26554;68.789;1.5707;6.1482;7.7189;30;965.2;9.1665375;6.342325;11532;0.22294;0.015191;20.801;54.355;1.0166;0
21.07.2017 01:30;0.26423;71.44;1.4564;4.7515;6.2079;31.73;965.07;9.6148425;6.44085;21488;0.19224;0.023655;20.468;43.142;0.85883;0
21.07.2017 02:00;0.26384;72.829;1.01;5.4768;6.4868;31.235;964.98;9.858105;6.8409875;9684.2;0.23674;0.019965;20.367;28.122;0.025297;0
21.07.2017 02:30;0.26216;74.107;0.87661;4.51929;5.3959;30.568;964.78;9.625275;6.9468625;4846.7;0.20536;0.026693;20.174;357.37;0.086567;0
21.07.2017 03:00;0.26078;76.156;1.4056;6.0439;7.4495;25.059;964.56;10.305045;7.104275;8176;0.1962;0.020833;19.842;67.117;0.73755;0
21.07.2017 03:30;0.25851;77.833;1.3547;5.9716;7.3263;23.822;964.4;9.7782525;7.053525;5935.5;0.17577;0.019314;19.488;45.339;0.54509;0
21.07.2017 04:00;0.25492;79.051;3.8952;7.5558;11.451;23.4;964.36;10.166595;7.3246875;8052.2;0.21669;0.023546;18.975;35.178;1.7999;0
21.07.2017 04:30;0.25695;84.204;4.2298;11.8082;16.038;14.257;964.33;13.33515;9.0234125;11799;0.19982;1.1391;18.434;34.136;2.0888;0
21.07.2017 05:00;0.25889;85.249;5.6702;15.3618;21.032;9.4326;964.37;15.0375;9.0815125;14284;0.22008;17.3;18.526;26.216;2.2218;0
21.07.2017 05:30;0.26476;84.996;8.5169;17.5701;26.087;8.672;964.44;13.700775;8.80545;20161;0.24249;50.371;18.428;25.587;1.7416;0
21.07.2017 06:00;0.26123;84.398;17.858;21.963;39.821;8.1879;964.43;15.2364;9.6654;18983;0.2058;131.09;18.692;24.643;1.6344;0
21.07.2017 06:30;0.2618;84.704;29.541;22.423;51.964;9.0137;964.48;16.3635;10.5845;22168;0.21233;172.99;18.654;23.475;1.7664;0
21.07.2017 07:00;0.24949;83.647;17.013;20.276;37.289;9.2402;964.61;20.58525;12.925125;26532;0.24469;319.18;18.918;9.8997;2.1681;0
21.07.2017 07:30;0.23733;80.641;13.619;19.33;32.949;11.963;964.49;23.5629;14.458125;29619;0.24957;411.54;19.718;6.7464;1.9396;0
21.07.2017 08:00;0.23399;76.649;17.615;17.804;35.419;16.757;964.4;19.786725;12.765875;26033;0.25342;496.68;20.557;43.129;1.4823;0
21.07.2017 08:30;0.21812;70.748;13.037;14.527;27.564;25.235;964.28;16.208475;11.437625;14754;0.24003;587.91;21.752;32.648;2.4831;0
21.07.2017 09:00;0.18846;67.403;6.4681;10.2979;16.766;28.08;964.14;16.98945;11.66075;8963.2;0.27386;664.28;22.523;48.005;1.8823;0
21.07.2017 09:30;0.17309;66.21;7.4251;11.0429;18.468;30.577;963.96;18.31545;12.69325;11781;0.25657;650.59;23.013;29.555;1.9171;0
21.07.2017 10:00;0.16851;61.935;6.2904;10.2856;16.576;34.927;963.64;17.0304;12.36425;15006;0.25745;789.44;24.024;28.896;2.1447;0
21.07.2017 10:30;0.16286;57.706;8.5137;11.4293;19.943;37.82;963.38;16.39275;11.488375;12762;0.27506;824.14;24.892;42.557;2.2016;0
21.07.2017 11:00;0.15731;55.83;5.5062;9.1568;14.663;39.926;963.07;16.42395;11.295875;11712;0.27112;852.38;25.533;72.028;0.37622;0
21.07.2017 11:30;0.15789;53.177;5.4206;9.3414;14.762;43.12;962.72;14.4252;10.4095;18853;0.2774;773.71;26.065;43.863;2.0651;0
21.07.2017 12:00;0.15462;51.932;4.9681;9.0819;14.05;45.064;962.47;14.211675;9.8098625;11216;0.31126;806.89;26.156;55.854;1.674;0
21.07.2017 12:30;0.15589;49.499;4.9316;9.0004;13.932;45.775;962.18;14.3901;9.0305;13818;0.2892;770.59;26.768;35.93;0.065669;0
21.07.2017 13:00;0.16074;47.827;12.277;11.819;24.096;45.562;961.99;12.96075;8.47015;18228;0.30453;654.8;27.097;34.155;2.4093;0
21.07.2017 13:30;0.15042;48.861;5.7194;11.0046;16.724;47.96;961.79;13.275675;8.58215;18293;0.34186;699.01;26.875;33.319;1.0689;0
21.07.2017 14:00;0.15542;46.79;6.6977;11.8463;18.544;48.909;961.42;12.909075;8.1529625;16214;0.33675;670.41;27.572;25.109;2.3382;0
21.07.2017 14:30;0.17074;44.421;10.609;15.133;25.742;48.603;961.03;13.390725;8.0392125;16428;0.35225;744.27;27.926;21.402;2.4208;0
21.07.2017 15:00;0.16351;44.462;7.2873;14.1667;21.454;50.426;960.72;14.363775;8.2499125;22246;0.33403;717.22;27.918;58.101;1.9198;0
21.07.2017 15:30;0.16541;43.997;7.2231;16.6679;23.891;50.906;960.4;13.0758;8.05855;18214;0.32889;453.14;28.163;45.83;1.8045;0
21.07.2017 16:00;0.18333;46.803;9.1453;16.9027;26.048;48.719;960.07;14.85225;8.3711875;19014;0.33704;217.19;27.561;56.835;2.224;0
