;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse
;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;CO;CO;Hr;NO;NO;NO2;NO2;NOx;O3;O3;p;PM10;RainDur;SO2;SO2;StrGlo;T;WD;WVv
;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle 
;Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Summe);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Mittelwert);Vertikale Verdichtung (Vektorielle Windmittelung(Richtung));Vertikale Verdichtung (Vektorielle Windmittelung(Betrag))
;mg/m3;ppm;%Hr;µg/m3;ppb;µg/m3;ppb;ppb;µg/m3;ppb;hPa;µg/m3;min;µg/m3;ppb;W/m2;°C;°;m/s
;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1;h1
Startzeit;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet
30.01.2013 02:00;0.189252576;0.162565;80.8715;0.155913815;0.125002;5.909164899;3.090098;3.2151;65.38711894;32.7755;970.695;4.2106872;0;0.943521135;0.354375;0.0130205;8.20905;238.4914288;4.745220384
30.01.2013 03:00;0.178257032;0.15312;78.691;0.325268434;0.26078;5.072197439;2.65242;2.9132;67.49483633;33.832;970.64;3.62693648;0;1.00218918;0.37641;0.01030825;8.78345;239.1014245;4.787561969
30.01.2013 04:00;0.169001916;0.14517;76.838;0.465757007;0.373415;4.9245973;2.575235;2.94865;65.38412644;32.774;970.27;8.4816736;0;1.050673186;0.39462;0.0096571;9.40075;237.5121821;5.587625824
30.01.2013 05:00;0.166301052;0.14285;74.8315;0.900406587;0.72189;8.577406713;4.48541;5.2073;56.25400944;28.1975;970.125;5.3714768;0;1.256550497;0.471945;0.00971115;9.89845;236.9849463;4.465113517
30.01.2013 06:00;0.201976906;0.173495;76.9945;3.519916344;2.82205;21.65085687;11.32195;14.144;41.90297772;21.004;970.06;9.380456;0;1.377121515;0.51723;0.152074;9.0647;217.393706;3.390564223
30.01.2013 07:00;0.191004645;0.16407;78.9695;4.273716398;3.4264;19.37073735;10.1296;13.556;47.08897994;23.6035;970.29;7.5936528;22.7837;1.167024153;0.43832;0.032335;9.62465;230.7868266;4.004899355
30.01.2013 08:00;0.208397279;0.17901;80.004;7.774112644;6.2328;25.59160942;13.3827;19.6155;41.43215775;20.768;970.225;12.0952584;29.867;1.197376578;0.44972;19.73385;10.131;223.8141201;3.581925705
30.01.2013 09:00;0.179601643;0.154275;73.479;4.556040617;3.65275;16.42227232;8.58775;12.2405;47.21566243;23.667;969.52;7.995844;0;1.314992229;0.493895;70.133;11.15;216.1201219;5.145810482
30.01.2013 10:00;0.219107602;0.18821;72.461;8.517185999;6.82855;29.56009018;15.45795;22.2865;33.85415066;16.9695;969.54;9.3881496;0;1.364874045;0.51263;77.9915;10.812;220.6318339;3.783900186
30.01.2013 11:00;0.21030069;0.180645;69.8435;7.141299775;5.72545;19.77317888;10.34005;16.0655;41.92991022;21.0175;968.95;7.9409976;0;1.416553044;0.53204;172.3;11.251;234.7241945;4.560081016
30.01.2013 12:00;0.208857124;0.179405;68.227;5.596343315;4.4868;15.68594488;8.2027;12.6895;45.47303003;22.7935;968.16;5.3396168;0;1.514213305;0.56872;244.135;12.1865;243.5228443;4.348841253
30.01.2013 13:00;0.22626722;0.19436;66.823;7.109618595;5.70005;20.5837988;10.76395;16.464;40.58428279;20.343;967.79;16.469896;0;1.574851595;0.591495;164.97;12.36;243.7225911;3.882254612
30.01.2013 14:00;0.202320335;0.17379;61.5185;5.664195921;4.5412;19.65031422;10.2758;14.817;42.55634019;21.3315;966.825;16.08616;0;1.684107016;0.63253;136.95;13.078;224.5530229;4.453725025
30.01.2013 15:00;0.204794186;0.175915;57.9025;6.729943346;5.39565;23.02942706;12.04285;17.4385;39.00823288;19.553;965.925;15.556576;0;1.671353672;0.62774;53.2465;13.623;226.4446411;4.434947738
30.01.2013 16:00;0.21803657;0.18729;56.4295;5.52880253;4.43265;23.14416449;12.10285;16.5355;40.66208779;20.382;965.13;17.791968;29.2167;1.542302612;0.57927;14.0169;13.862;235.3773753;4.632662526
30.01.2013 17:00;0.21599928;0.18554;67.2125;3.143795873;2.5205;18.92880703;9.8985;12.419;44.75882007;22.4355;965.675;15.069;57.933;1.085471977;0.40769;0.021213;12.718;247.0497904;5.533389817
30.01.2013 18:00;0.212378725;0.18243;81.477;1.998346581;1.60215;18.28503445;9.56185;11.164;42.68003018;21.3935;966.59;13.269264;60;0.91500583;0.343665;0.0145398;11.192;246.357977;4.801556563
30.01.2013 19:00;0.20031797;0.17207;82.7185;1.329848729;1.06619;14.93032244;7.80756;8.87375;44.32889759;22.22;966.995;7.2869472;43.667;0.896594687;0.33675;0.0111218;11.0815;244.6661065;5.107607039
30.01.2013 20:00;0.185463217;0.15931;89.325;1.035120205;0.829895;11.09693544;5.802955;6.63285;45.71043501;22.9125;967.715;5.6832328;60;0.82776923;0.3109;0.012587;10.477;250.8879869;4.988068472
30.01.2013 21:00;0.182733249;0.156965;85.824;0.623021638;0.4995;8.352119775;4.3676;4.8671;59.45897677;29.804;968.96;5.9880504;44.75;0.808040153;0.30349;0.035862;10.21895;277.9345812;4.458318705
30.01.2013 22:00;0.184508601;0.15849;78.075;0.337878542;0.27089;6.985616141;3.65301;3.9239;75.15663341;37.6725;970.51;6.759912;0;0.812486518;0.30516;0.020182;9.39525;280.909177;3.392796212
30.01.2013 23:00;0.177087046;0.152115;70.7245;0.333513025;0.26739;5.620910061;2.93936;3.20675;76.46236084;38.327;971.74;5.4580888;0;0.75838465;0.28484;0.016113;9.2468;261.90213;4.287233796
31.01.2013 00:00;0.177279133;0.15228;70.705;0.706003879;0.56603;5.903183254;3.08697;3.653;74.13120347;37.1585;973.34;5.6713856;0;0.76011527;0.28549;0.0088433;8.89845;237.6764526;2.717704026
31.01.2013 01:00;0.173612012;0.14913;65.945;0.564604784;0.452665;4.960070288;2.593785;3.04645;74.48431845;37.3355;974.205;8.0028296;0;0.75094298;0.282045;0.00857195;8.8086;225.773656;2.786904397
31.01.2013 02:00;0.17135353;0.14719;63.1615;0.283309579;0.22714;4.627092713;2.41966;2.6468;73.09779352;36.6405;974.385;8.642012;0;0.744646183;0.27968;0.0088977;8.16025;234.5097284;3.083353125
31.01.2013 03:00;0.168600279;0.144825;62.796;0.184705024;0.148085;4.429371442;2.316265;2.46435;74.12821097;37.157;974.195;7.4248184;0;0.711351702;0.267175;0.01074225;7.9586;238.9662224;3.773801048
31.01.2013 04:00;0.167791184;0.14413;61.621;0.735589612;0.58975;8.257078939;4.3179;4.90765;70.45441867;35.3155;973.725;2.7772232;0;0.79928055;0.3002;0.0139975;7.32855;238.8688551;2.758709539
31.01.2013 05:00;0.176004372;0.151185;59.976;2.694459447;2.16025;15.26046026;7.9802;10.14045;63.62653154;31.893;973.64;8.4781336;0;1.173946636;0.44092;0.0129665;7.0817;216.8511479;1.818466994
31.01.2013 06:00;0.203141071;0.174495;61.8225;4.296728909;3.44485;27.43209337;14.34515;17.79;54.90638701;27.522;973.375;12.8263392;0;1.347155151;0.505975;0.00775815;7.11185;210.1707222;1.812257261
31.01.2013 07:00;0.385152538;0.33084;68.964;28.52865349;22.8725;69.24021266;36.208;59.0805;19.3893042;9.71895;973.055;17.291176;0;1.625279222;0.610435;1.5118255;6.4506;195.5054465;1.257874391
31.01.2013 08:00;0.481650222;0.41373;73.632;75.90948024;60.8595;92.49653298;48.3695;109.229;5.105005222;2.5589;973.355;25.447336;0;2.194227459;0.824125;57.4975;6.07955;165.0411208;1.388662821
31.01.2013 09:00;0.418197377;0.359225;70.2375;37.05887367;29.7115;66.68730491;34.873;64.5845;17.41794505;8.7308;973.24;21.369728;0;1.869243502;0.702065;171.77;7.0414;165.9087135;2.663695974
31.01.2013 10:00;0.321507606;0.27617;66.9255;19.20827473;15.4;39.64847407;20.7335;36.1335;38.99227288;19.545;973.345;11.9780608;0;1.454666638;0.546355;281.745;7.83445;225.861876;2.637832636
31.01.2013 11:00;0.275005012;0.236225;63.5735;7.683247526;6.15995;20.570604;10.75705;16.917;56.42757443;28.2845;972.43;15.751984;0;1.211607606;0.455065;277.125;8.6495;239.2701185;3.524210997
31.01.2013 12:00;0.235609649;0.202385;58.6185;4.275462604;3.4278;12.69139365;6.63675;10.06455;64.15221401;32.1565;971.395;13.0158;0;1.197376578;0.44972;453.8;9.8661;240.2315382;4.722862902
31.01.2013 13:00;0.21775717;0.18705;49.03;5.248411611;4.20785;16.2212906;8.48265;12.6905;63.40708155;31.783;970.745;11.810312;0;1.257455744;0.472285;385.24;10.555;246.8679083;5.653263989
31.01.2013 14:00;0.216936433;0.186345;41.8475;4.96689813;3.98215;15.98741747;8.36035;12.3425;65.44198144;32.803;970.495;11.7079352;0;0.99506701;0.373735;292.705;10.8795;242.897458;6.254425878
31.01.2013 15:00;0.21163948;0.181795;34.2255;2.654795607;2.12845;13.57276832;7.09765;9.2261;71.22648363;35.7025;969.795;12.0171424;0;0.72839166;0.273575;146.195;11.242;242.9216801;6.702259628
31.01.2013 16:00;0.227658398;0.195555;33.781;2.755576684;2.20925;16.1060751;8.4224;10.63165;69.8778637;35.0265;969.295;15.424888;0;0.803127853;0.301645;48.845;10.8465;243.5231179;6.002465369
31.01.2013 17:00;0.225883046;0.19403;34.881;1.703549456;1.3658;14.9881501;7.8378;9.2036;70.36264867;35.2695;969.34;13.392928;0;0.804179538;0.30204;2.00929;10.5635;246.1051778;6.706421987
31.01.2013 18:00;0.229393005;0.197045;38.262;1.749075562;1.4023;15.34938176;8.0267;9.429;69.03198375;34.6025;969.485;11.6559208;0;0.876745798;0.329295;0.0075955;10.5895;245.9009875;5.882515558
31.01.2013 19:00;0.233613105;0.20067;45.636;1.955003234;1.5674;10.29443319;5.3833;6.9507;72.69480355;36.4385;968.935;8.784792;1.6167;0.976762367;0.36686;0.00944;10.7235;241.55845;6.667955915
31.01.2013 20:00;0.194968629;0.167475;61.8115;0.718682588;0.576195;7.676325891;4.014205;4.5904;72.51924356;36.3505;969.685;7.8781744;41.366;0.83289453;0.312825;0.0109595;9.64565;246.4971922;6.509733406
31.01.2013 21:00;0.19293716;0.16573;66.115;0.516933339;0.414445;7.710938348;4.032305;4.44675;70.32773617;35.252;969.59;6.0492216;2.10003;0.816573445;0.306695;0.012695;9.37315;244.2470333;5.977834515
31.01.2013 22:00;0.187465582;0.16103;66.1915;0.388294026;0.31131;6.107645349;3.19389;3.5052;69.75716621;34.966;969.625;5.9522728;1.45;0.819488876;0.30779;0.0093857;9.24675;243.6906153;6.6670382
31.01.2013 23:00;0.187535432;0.16109;68.0215;0.534357988;0.428415;6.317222821;3.303485;3.7319;68.91028875;34.5415;969.27;6.8566248;0;0.80009261;0.300505;0.011176;9.09835;240.6510304;4.48155768
